0,30,4
0.1,34.46335206,3.912570458
0.2,39.17540521,3.872539181
0.3,44.00193365,3.880448015
0.4,48.78064889,3.937157676
0.5,53.3366777,4.043703389
0.6,57.50224401,4.201120374
0.7,61.13600875,4.410248742
0.8,64.13725825,4.671530631
0.9,66.45188099,4.984811736
1,68.06997246,5.349155567
1.1,69.01744655,5.762674824
1.2,69.34511516,6.222383318
1.3,69.11825899,6.724075129
1.4,68.40845365,7.262243535
1.5,67.28813527,7.830057884
1.6,65.82754066,8.419418724
1.7,64.09330165,9.021108593
1.8,62.14796894,9.625047205
1.9,60.04990947,10.22064666
2,57.85323521,10.7972468
2.1,55.60761089,11.34459633
2.2,53.35792648,11.85333496
2.3,51.143903,12.31542849
2.4,48.99973261,12.72451348
2.5,46.95384872,13.0761203
2.6,45.02889158,13.36775985
2.7,43.24189391,13.59887742
2.8,41.6046722,13.77069227
2.9,40.12437949,13.88595199
3,38.80415976,13.94863499
3.1,37.64384126,13.96363372
3.2,36.64061344,13.93644568
3.3,35.78964585,13.87289239
3.4,35.08462211,13.7788788
3.5,34.51817699,13.66019861
3.6,34.08223561,13.5223857
3.7,33.76826248,13.37060818
3.8,33.56743292,13.20959946
3.9,33.47074207,13.04361951
4,33.4690674,12.87644
4.1,33.55319991,12.71134706
4.2,33.71385784,12.55115645
4.3,33.94169483,12.39823692
4.4,34.22731237,12.25453837
4.5,34.56128391,12.12162225
4.6,34.93419592,12.00069253
4.7,35.33670837,11.89262606
4.8,35.75963512,11.7980015
4.9,36.19404204,11.71712675
5,36.63135901,11.65006458
5.1,37.06350026,11.59665687
5.2,37.48298618,11.55654744
5.3,37.88305955,11.52920409
5.4,38.25778919,11.51393993
5.5,38.60215451,11.50993449
5.6,38.9121063,11.5162547
5.7,39.18460008,11.53187601
5.8,39.41760074,11.55570359
5.9,39.61005866,11.58659368
6,39.76185941,11.62337476
6.1,39.87375038,11.66486852
6.2,39.9472487,11.70991012
6.3,39.98453552,11.75736744
6.4,39.98834155,11.806159
6.5,39.96182909,11.85527009
6.6,39.90847476,11.90376676
6.7,39.83195703,11.9508075
6.8,39.73605147,11.99565221
6.9,39.62453606,12.03766856
7,39.50110822,12.0763355
7.1,39.36931419,12.11124411
7.2,39.23249117,12.14209595
7.3,39.09372181,12.16869905
7.4,38.95580049,12.19096194
7.5,38.82121037,12.20888595
7.6,38.69211012,12.22255619
7.7,38.57032918,12.2321316
7.8,38.45737024,12.23783437
7.9,38.35441775,12.23993906
8,38.2623514,12.23876178
8.1,38.18176352,12.23464962
8.2,38.11297942,12.22797066
8.3,38.05608001,12.21910451
8.4,38.01092585,12.2084338
8.5,37.97718225,12.19633652
8.6,37.95434468,12.18317924
8.7,37.94176435,12.16931142
8.8,37.93867338,12.15506062
8.9,37.94420944,12.14072864
9,37.95743943,12.12658863
9.1,37.97738219,12.11288298
9.2,38.00302985,12.09982204
9.3,38.03336768,12.08758351
9.4,38.06739241,12.07631256
9.5,38.10412875,12.0661224
9.6,38.14264402,12.05709543
9.7,38.18206084,12.04928482
9.8,38.2215678,12.04271637
9.9,38.2604281,12.03739078
10,38.2979861,12.03328598
10.1,38.33367187,12.0303598
10.2,38.36700382,12.02855257
10.3,38.39758946,12.02778996
10.4,38.42512441,12.02798562
10.5,38.44938994,12.02904396
10.6,38.47024899,12.03086269
10.7,38.48764112,12.03333537
10.8,38.50157639,12.0363537
10.9,38.51212848,12.03980967
11,38.5194272,12.04359756
11.1,38.52365071,12.04761561
11.2,38.52501745,12.05176753
11.3,38.52377813,12.05596379
11.4,38.52020787,12.0601226
11.5,38.51459864,12.06417068
